MorphID,JarID,ImageID,CilExtruded,MorphNotes,Flag,JarTrt,CrossID,F1LarvaeCount,F1TotalLarvaeWtg,F1WtPerLarvae,AreaPix2,Compactness,Eccentricity,Extent,FormFactor,MajorAxisLengthPix,MaxFeretDiamPix,MaxRadiusPix,MeanRadiusPix,MedianRadiusPix,MinFeretDiamPix,MinorAxisLengthPix,PerimeterPix,Solidity,Pix_per_um,MaxFeretDiamum,SurfaceAreaum2,Perimeterum
J118_B1_6,J118_B1,6,,,F,Exposed,CF06_CM03_B1_QG,241,0.0006,2.62794E-06,181632,1.025671272,0.558303952,0.760259179,0.853196544,528.8632702,540.0268512,216.0578626,76.51245093,68,436.1481512,438.7642645,1635.598,0.988287913,8.892,60.73176464,2297.171698,183.9403959
J118_B1_7,J118_B1,7,,,F,Exposed,CF06_CM03_B1_QG,241,0.0006,2.62794E-06,212389,1.023892969,0.581305427,0.823021778,0.884266649,575.8746392,581.2606988,229.1767877,83.92355355,74.54528825,458.1565301,468.5808109,1737.318,0.994379405,8.892,65.36894948,2686.167635,195.379892
J118_B1_8,J118_B1,8,,,F,Exposed,CF06_CM03_B1_QG,241,0.0006,2.62794E-06,214846,1.015941517,0.518947339,0.764908608,0.86744804,565.3912239,567.2424526,234.7977853,84.58109866,75.13321503,478.3706786,483.2999303,1764.196,0.991886096,8.892,63.79244856,2717.242285,198.4026091
J118_B1_9,J118_B1,9,,,F,Exposed,CF06_CM03_B1_QG,241,0.0006,2.62794E-06,203182,1.012032391,0.469297671,0.801222446,0.878964651,541.1563659,539.9157342,229,82.56513483,73.23933369,472.6283487,477.8627339,1704.362,0.992901979,8.892,60.71926835,2569.723067,191.6736392
J118_B1_10,J118_B1,10,,,F,Exposed,CF06_CM03_B1_QG,241,0.0006,2.62794E-06,212094,1.009463905,0.302058352,0.759458588,0.870877406,533.207183,541.0231049,238.3799488,83.8836408,74.33034374,500.6523818,508.3007757,1749.406,0.991311176,8.892,60.84380397,2682.436653,196.7393162
J119_B1_1,J119_B1,1,,,F,Control,EF05_EM05_B1_QG,232,0.0007,3.01724E-06,296869,1.021642433,0.504258543,0.723968317,0.853629439,663.5803497,661.8519472,274.4048105,98.01955043,87.1148667,555.9629882,573.0366244,2090.512,0.988861242,8.892,74.43229276,3754.619588,235.1003149
J119_B1_2,J119_B1,2,,,F,Control,EF05_EM05_B1_QG,232,0.0007,3.01724E-06,336548,1.020383471,0.527614124,0.81875596,0.868677279,711.0193927,706.8352,292.1814505,105.1834958,93.52807031,587.011406,603.9997107,2206.476,0.991618848,8.892,79.4911381,4256.455585,248.1417004
J119_B1_5,J119_B1,5,,,F,Control,EF05_EM05_B1_QG,232,0.0007,3.01724E-06,308314,1.019252938,0.517299161,0.759603635,0.856955196,678.0496129,673.08989,277.3463539,100.1055501,89,572.1537051,580.2780033,2126.29,0.988738894,8.892,75.69611898,3899.369027,239.1239316
J119_B1_8,J119_B1,8,,,F,Control,EF05_EM05_B1_QG,232,0.0007,3.01724E-06,291785,1.018800033,0.49390151,0.781745649,0.849620623,655.0223875,651.1113576,274.963634,97.47655156,86.34813258,556.1929631,569.5536606,2077.418,0.985234233,8.892,73.22439919,3690.32023,233.6277553
J119_B1_9,J119_B1,9,,,F,Control,EF05_EM05_B1_QG,232,0.0007,3.01724E-06,308515,1.019203695,0.508911379,0.750907861,0.847234574,676.5754673,684.7159995,281.15654,100.3426689,89,566.5316812,582.4089611,2139.15,0.988131785,8.892,77.00359868,3901.911153,240.5701754
J119_B1_10,J119_B1,10,,,F,Control,EF05_EM05_B1_QG,232,0.0007,3.01724E-06,317562,1.018998122,0.499274147,0.83069655,0.86783533,684.4459826,681.0293679,286,102.0446324,90.55385138,572.5033351,593.0341629,2144.374,0.990860898,8.892,76.58899774,4016.332138,241.1576698
J119_B1_12,J119_B1,12,,,F,Control,EF05_EM05_B1_QG,232,0.0007,3.01724E-06,275130,1.014501703,0.491681742,0.759199216,0.862704742,634.3184438,634.9023547,269.9814808,95.73087309,84.97058314,545.3888836,552.3486298,2001.902,0.993595242,8.892,71.40152437,3479.677862,225.1351777
J119_B1_13,J119_B1,13,,,F,Control,EF05_EM05_B1_QG,232,0.0007,3.01724E-06,311714,1.021723663,0.529202774,0.737784615,0.846325781,685.0706551,681.2605962,281.3201024,100.3463761,89.04493248,571.8710876,581.2792915,2151.366,0.983124885,8.892,76.61500182,3942.37017,241.9439946
J119_B1_14,J119_B1,14,,,F,Control,EF05_EM05_B1_QG,232,0.0007,3.01724E-06,319252,1.01382258,0.501384812,0.78668569,0.873118143,684.9330585,681.204815,288.4874347,103.6867755,91.92388155,579.9268293,592.6207977,2143.558,0.993511485,8.892,76.60872863,4037.706236,241.0659019
J119_B1_15,J119_B1,15,,,F,Control,EF05_EM05_B1_QG,232,0.0007,3.01724E-06,337793,1.015124353,0.48227549,0.749182713,0.851099586,701.2319037,698.0888196,297.2541001,105.582921,93.40770846,604.2372526,614.2928968,2233.264,0.987174935,8.892,78.50751457,4272.201592,251.154296
J120_B1_4,J120_B1,4,,,F,Exposed,EF05_EM05_B1_QG,104,0.0005,4.80769E-06,238460,1.017536262,0.515519947,0.809469496,0.870277213,595.5049416,588.6467532,247.8225171,89.01601371,79.0569415,497.1627304,510.2748321,1855.598,0.993142626,8.892,66.19958988,3015.897877,208.6817364
J120_B1_7,J120_B1,7,,,F,Exposed,EF05_EM05_B1_QG,104,0.0005,4.80769E-06,273980,1.014849698,0.512410554,0.760681554,0.873266795,636.8809068,634.3027668,267.5556017,95.97788953,85.0411665,540.5433733,546.9154945,1985.596,0.993211952,8.892,71.33409433,3465.133357,223.3013945
J120_B1_13,J120_B1,13,,,F,Exposed,EF05_EM05_B1_QG,104,0.0005,4.80769E-06,224229,1.015629448,0.426068999,0.759876782,0.85787539,563.4050098,571.0560393,244,85.80617578,76.15773106,511.11336,509.7072558,1812.336,0.990631744,8.892,64.22132696,2835.912795,203.8164642
J120_B1_14,J120_B1,14,,,F,Exposed,EF05_EM05_B1_QG,104,0.0005,4.80769E-06,254744,1.01253424,0.477287584,0.789989611,0.866836567,607.3735513,606.8615987,259.2084104,92.26665393,81.63332653,520.090424,533.7277803,1921.712,0.99063011,8.892,68.24804304,3221.848062,216.1169591
J120_B1_16,J120_B1,16,,,F,Exposed,EF05_EM05_B1_QG,104,0.0005,4.80769E-06,233693,1.00857566,0.420406787,0.793012997,0.865334259,572.4154963,590.8925452,248.2941804,87.62106485,77.66595136,511.5651027,519.3730342,1842.196,0.985950731,8.892,66.45215308,2955.607744,207.1745389
J120_B1_17,J120_B1,17,,,F,Exposed,EF05_EM05_B1_QG,104,0.0005,4.80769E-06,191828,1.035450425,0.62875068,0.762583979,0.844821309,560.1340878,575.2842776,215.1023012,78.30786847,69.7782201,446.749585,435.5641644,1689.19,0.987079279,8.892,64.69683734,2426.124541,189.9673864
J120_B1_20,J120_B1,20,,,F,Exposed,EF05_EM05_B1_QG,104,0.0005,4.80769E-06,230217,1.008928258,0.442262408,0.781079724,0.881020085,571.2034897,579.7180349,252.7943828,88.32252728,78.23042886,516.5101682,512.3042427,1812.094,0.992832469,8.892,65.19546052,2911.645398,203.7892488
J120_B1_21,J120_B1,21,,,F,Exposed,EF05_EM05_B1_QG,104,0.0005,4.80769E-06,231602,1.019137995,0.527670545,0.752188994,0.867654573,589.5005896,589.6744865,244.9020212,87.31262516,77.62087348,505.3434133,500.7507531,1831.482,0.990465356,8.892,66.31516942,2929.16204,205.9696356
J120_B1_25,J120_B1,25,,,F,Exposed,EF05_EM05_B1_QG,104,0.0005,4.80769E-06,240621,1.02421878,0.566179048,0.76387619,0.854549395,609.8698602,607.3631533,245.8800521,88.43968044,78.51751397,495.2148395,502.7049219,1881.062,0.987501359,8.892,68.30444819,3043.228898,211.5454341
J120_B1_28,J120_B1,28,,,F,Exposed,EF05_EM05_B1_QG,104,0.0005,4.80769E-06,194892,1.03926399,0.639948142,0.78597527,0.850421144,568.1479086,568.5463921,217,78.72206752,70.11419257,439.2449878,436.5751359,1697.012,0.988827666,8.892,63.93909043,2464.87616,190.8470535
J121_B1_1,J121_B1,1,,,F,Control,CF02_CM02_B1_QG,531,0.0007,1.38104E-06,324867,1.018642003,0.524701337,0.807163089,0.878163224,697.3562967,700.2542395,290.0620623,104.0314536,92.28217596,583.2356814,593.64992,2156.106,0.994872015,8.892,78.75103908,4108.72136,242.477058
J121_B1_2,J121_B1,2,,,F,Control,CF02_CM02_B1_QG,531,0.0007,1.38104E-06,316730,1.020180278,0.562542903,0.764883878,0.880226486,697.4575643,695.9195356,284.3114489,103.3755448,91.76055798,569.3212086,576.6356615,2126.436,0.996140988,8.892,78.26355551,4005.809505,239.1403509
J121_B1_3,J121_B1,3,,,F,Control,CF02_CM02_B1_QG,531,0.0007,1.38104E-06,334732,1.025690704,0.552383992,0.741832752,0.862691383,716.528785,715.6814934,290.6011012,104.3825107,92.89241088,586.2942206,597.2910742,2208.136,0.991747095,8.892,80.48599791,4233.487915,248.3283851
J121_B1_4,J121_B1,4,,,F,Control,CF02_CM02_B1_QG,531,0.0007,1.38104E-06,286626,1.005873514,0.392854665,0.746585191,0.878645156,629.2224045,643.904496,288.5914067,98.87061915,87.2811549,586.0299287,578.633283,2024.678,0.993086101,8.892,72.41391093,3625.072318,227.6965812
J121_B1_5,J121_B1,5,,,F,Control,CF02_CM02_B1_QG,531,0.0007,1.38104E-06,307984,1.019497942,0.534263431,0.74087866,0.86667609,681.2848428,679.2297108,279.973213,100.7717717,89.45389874,568.1545882,575.9023668,2113.2,0.991914511,8.892,76.38660715,3895.195386,237.6518219
J121_B1_6,J121_B1,6,,,F,Control,CF02_CM02_B1_QG,531,0.0007,1.38104E-06,338552,1.023120396,0.539091294,0.747271279,0.855010806,716.6410686,709.2446686,291.8715471,104.6843661,93,590.957527,603.5890317,2230.652,0.987633864,8.892,79.76210848,4281.800965,250.8605488
J121_B1_7,J121_B1,7,,,F,Control,CF02_CM02_B1_QG,531,0.0007,1.38104E-06,242041,1.008299789,0.430976865,0.773644912,0.88770583,583.9110962,584.8110806,258.6986664,90.62197,80.05623024,526.5324068,526.899755,1851.036,0.992715848,8.892,65.76822769,3061.1882,208.168691
J121_B1_8,J121_B1,8,,,F,Control,CF02_CM02_B1_QG,531,0.0007,1.38104E-06,247237,1.030651262,0.609880669,0.761160165,0.85494126,629.8460539,618.2693588,242.1569739,89.47175859,79.81227976,489.2366889,499.1487536,1906.31,0.990709481,8.892,69.53096703,3126.904065,214.3848403
J121_B1_9,J121_B1,9,,,F,Control,CF02_CM02_B1_QG,531,0.0007,1.38104E-06,309584,1.00985022,0.431986193,0.765111486,0.877503794,661.0294411,660.1605865,291.6710476,102.4225712,90.55385138,584.5689246,596.1693771,2105.57,0.993946438,8.892,74.24208125,3915.431219,236.7937472
J121_B1_10,J121_B1,10,,,F,Control,CF02_CM02_B1_QG,531,0.0007,1.38104E-06,313132,1.00803113,0.377844298,0.727706251,0.870186337,656.3199022,664.951878,292.3302926,102.4094615,90.60905032,591.0361578,607.6663512,2126.486,0.991466847,8.892,74.78091296,3960.304177,239.1459739
J122_B1_1,J122_B1,1,,,F,Exposed,CF02_CM02_B1_QG,157,0.0007,4.4586E-06,217673,1.020799519,0.56915954,0.771963982,0.871521651,579.6801281,578.4980553,234.6103152,85.46341785,75.89466384,470.7414816,476.6287157,1771.61,0.993797696,8.892,65.05826083,2752.996471,199.2363923
J122_B1_2,J122_B1,2,,,F,Exposed,CF02_CM02_B1_QG,157,0.0007,4.4586E-06,163535,1.015597589,0.445275085,0.738927497,0.8589102,483.3860148,483.7561369,208.405854,73.40757079,65.19202405,418.6123086,432.8208519,1546.808,0.991776386,8.892,54.40352417,2068.291786,173.9550157
J122_B1_3,J122_B1,3,,,F,Exposed,CF02_CM02_B1_QG,157,0.0007,4.4586E-06,191426,1.018304158,0.528448584,0.734547436,0.866295038,535.8546834,536.9543742,219.6588264,79.51767374,70.71067812,448.4595395,454.9220362,1666.374,0.988558754,8.892,60.38623192,2421.040288,187.4014845
J122_B1_4,J122_B1,4,,,F,Exposed,CF02_CM02_B1_QG,157,0.0007,4.4586E-06,213102,1.016392357,0.526824854,0.746327933,0.884394393,564.5623368,560.7361233,235.6013582,84.77033803,75.16648189,475.6872561,479.8632321,1740.106,0.994136005,8.892,63.06074261,2695.185228,195.6934323
J122_B1_5,J122_B1,5,,,F,Exposed,CF02_CM02_B1_QG,157,0.0007,4.4586E-06,263737,1.014141786,0.488313625,0.789986521,0.873135704,620.356127,614.62997,264.5467823,94.11511224,83.38465087,536.9547467,541.3650705,1948.272,0.994515284,8.892,69.12167904,3335.586087,219.1039136
J122_B1_6,J122_B1,6,,,F,Exposed,CF02_CM02_B1_QG,157,0.0007,4.4586E-06,231753,1.010530715,0.44601202,0.795967152,0.887646548,574.0904651,576.6333324,250.7987241,88.68263524,78.58753082,510.8265868,513.8264497,1811.33,0.994014544,8.892,64.8485529,2931.071797,203.7033288
J122_B1_7,J122_B1,7,,,F,Exposed,CF02_CM02_B1_QG,157,0.0007,4.4586E-06,240209,1.027487953,0.57486317,0.757217252,0.846835079,612.1276003,636.8398543,247.8810198,87.598078,77.87810989,513.5308383,500.8731372,1887.992,0.987796929,8.892,71.61941681,3038.018171,212.3247863
J122_B1_8,J122_B1,8,,,F,Exposed,CF02_CM02_B1_QG,157,0.0007,4.4586E-06,157763,1.015512533,0.51265803,0.777153807,0.871548156,483.5004249,488.431162,203.0369425,72.35774561,64.07027392,409.9268007,415.1300254,1508.21,0.99041682,8.892,54.92928048,1995.291021,169.61426
J122_B1_12,J122_B1,12,,,F,Exposed,CF02_CM02_B1_QG,157,0.0007,4.4586E-06,211735,1.01820943,0.500483628,0.742617144,0.874592944,558.8787582,555.9928057,231.2249986,83.27045262,74.14849965,472.114881,483.8470499,1744.208,0.988330572,8.892,62.52730608,2677.896238,196.1547458
J122_B1_13,J122_B1,13,,,F,Exposed,CF02_CM02_B1_QG,157,0.0007,4.4586E-06,223649,1.031612204,0.608066146,0.73536336,0.8424832,598.9252729,589.9059247,228.2651966,84.6873975,75.60423269,462.2211697,475.4786086,1826.45,0.989652083,8.892,66.34119711,2828.577306,205.4037337
J123_B1_1,J123_B1,1,,,F,Control,CF07_CM04_B1_QG,503,0.0012,2.38569E-06,314519,1.015489359,0.482457052,0.75924558,0.864052148,676.8019969,667.8390525,287.7672671,102.1232111,90.42676595,580.4868978,592.8241526,2138.742,0.989414378,8.892,75.10560644,3977.846114,240.5242915
J123_B1_2,J123_B1,2,,,F,Control,CF07_CM04_B1_QG,503,0.0012,2.38569E-06,291767,1.015863799,0.503703279,0.792537139,0.879115804,655.8863912,650.0807642,277,98.87880519,87.7268488,559.2050373,566.6049918,2042.208,0.992690076,8.892,73.108498,3690.092577,229.6680162
J123_B1_3,J123_B1,3,,,F,Control,CF07_CM04_B1_QG,503,0.0012,2.38569E-06,294101,1.01220052,0.461111559,0.810463514,0.875651466,649.7160145,645.5648689,281.9024654,99.19223479,87.82368701,566,576.5204194,2054.412,0.990089044,8.892,72.60063753,3719.611597,231.0404858
J123_B1_4,J123_B1,4,,,F,Control,CF07_CM04_B1_QG,503,0.0012,2.38569E-06,311696,1.017246947,0.509766725,0.813933934,0.881599994,679.5710222,680.624713,283.7058336,102.0544903,90.62008607,573.3002345,584.6435591,2107.826,0.994058534,8.892,76.54348999,3942.142517,237.0474584
J123_B1_6,J123_B1,6,,,F,Control,CF07_CM04_B1_QG,503,0.0012,2.38569E-06,297384,1.01570114,0.536052934,0.779659595,0.883782136,668.5859159,668.9469336,277.333734,100.6417278,89.18520057,558.4423082,564.4097806,2056.322,0.995654241,8.892,75.23019946,3761.132996,231.2552857
J123_B1_7,J123_B1,7,,,F,Control,CF07_CM04_B1_QG,503,0.0012,2.38569E-06,330039,1.010406434,0.441840331,0.793229505,0.886457813,684.3294558,684.047513,300.6476343,106.1101964,94,608.182711,613.9076495,2163.01,0.996238888,8.892,76.92842027,4174.133689,243.2534863
J123_B1_8,J123_B1,8,,,F,Control,CF07_CM04_B1_QG,503,0.0012,2.38569E-06,349360,1.019195618,0.511112296,0.729712343,0.86406251,720.4257506,708.0826223,297.8355251,107.1333661,95.01578816,603.1692173,619.2159787,2254.078,0.987092026,8.892,79.63142401,4418.494013,253.4950517
J123_B1_9,J123_B1,9,,,F,Control,CF07_CM04_B1_QG,503,0.0012,2.38569E-06,311440,1.013441625,0.503639203,0.801820728,0.88037632,676.8138755,676.6165827,288.0867925,102.6361845,90.93404203,576.6074382,584.7090427,2108.424,0.99371906,8.892,76.0927331,3938.904784,237.1147099
J123_B1_10,J123_B1,10,,,F,Control,CF07_CM04_B1_QG,503,0.0012,2.38569E-06,311376,1.013854668,0.513963247,0.766705571,0.884433737,678.9274329,678.364209,288.5307609,102.9873638,91.21951546,578.798756,582.392239,2103.366,0.995500082,8.892,76.28927227,3938.095351,236.5458839
J123_B1_11,J123_B1,11,,,F,Control,CF07_CM04_B1_QG,503,0.0012,2.38569E-06,307362,1.018181557,0.513980357,0.749486097,0.865890873,675.9788703,670.0634298,280.7935184,100.9361502,89.67719889,565.2779847,579.8559959,2112.022,0.991792659,8.892,75.35576134,3887.328706,237.5193432
J124_B1_1,J124_B1,1,,,F,Exposed,CF07_CM04_B1_QG,133,0.0012,8.77193E-06,246344,1.010704754,0.453884619,0.768825527,0.8797295,593.102269,595.6148084,261.629509,91.45183923,80.95060222,525.9493135,528.4899836,1875.864,0.993857581,8.892,66.98322182,3115.609941,210.9608637
J124_B1_2,J124_B1,2,,,F,Exposed,CF07_CM04_B1_QG,133,0.0012,8.77193E-06,230528,1.016850038,0.550101298,0.778337497,0.882979974,591.6406705,590.8113066,246.3757293,88.52792319,78.4346862,493.3752519,494.0779025,1811.304,0.995255303,8.892,66.44301694,2915.578738,203.7004049
J124_B1_3,J124_B1,3,,,F,Exposed,CF07_CM04_B1_QG,133,0.0012,8.77193E-06,236198,1.016960087,0.485723288,0.76180616,0.875845639,587.4749833,586.2124188,252.0495983,88.76650003,78.81624198,511.6331165,513.5193017,1840.896,0.994067948,8.892,65.92582308,2987.289469,207.0283401
J124_B1_4,J124_B1,4,,,F,Exposed,CF07_CM04_B1_QG,133,0.0012,8.77193E-06,217002,1.029474001,0.59844302,0.741443581,0.87204346,587.2604466,585.4442757,228.8776966,84.17802171,75.02666193,462.6912836,470.4927337,1768.348,0.992172426,8.892,65.83943721,2744.510069,198.8695457
J124_B1_6,J124_B1,6,,,F,Exposed,CF07_CM04_B1_QG,133,0.0012,8.77193E-06,256228,1.020640843,0.541696688,0.780585588,0.870443489,623.2219675,615.3129285,256.3201124,92.32487911,82,516.9815526,523.8642003,1923.304,0.99498871,8.892,69.19848499,3240.616796,216.2959964
J124_B1_7,J124_B1,7,,,F,Exposed,CF07_CM04_B1_QG,133,0.0012,8.77193E-06,246278,1.01782932,0.54287644,0.799258762,0.882324958,610.3903691,604.5113729,250.7209604,91.04220707,80.77747211,504.1502521,512.6135111,1872.852,0.994102664,8.892,67.98373514,3114.775213,210.6221323
J124_B1_8,J124_B1,8,,,F,Exposed,CF07_CM04_B1_QG,133,0.0012,8.77193E-06,226869,1.021836493,0.562002277,0.794426002,0.871623204,590.6717517,588.6951673,238.3149177,86.46990292,77,486.6849385,488.5656838,1808.54,0.991116305,8.892,66.20503456,2869.301918,203.3895637
J124_B1_9,J124_B1,9,,,F,Exposed,CF07_CM04_B1_QG,133,0.0012,8.77193E-06,215801,1.008566846,0.40154891,0.73253947,0.884231594,547.7446904,561.0062388,246.6779277,85.68457186,75.80237463,492.8534265,501.6451717,1751.252,0.995316316,8.892,63.09111997,2729.320548,196.9469186
J124_B1_10,J124_B1,10,,,F,Exposed,CF07_CM04_B1_QG,133,0.0012,8.77193E-06,210170,1.008760226,0.414988708,0.809981694,0.873734007,542.2247431,538.9341333,237.6909758,83.92660303,74.33034374,484,493.3304737,1738.604,0.992608685,8.892,60.60887689,2658.103065,195.5245164
J124_B1_11,J124_B1,11,,,F,Exposed,CF07_CM04_B1_QG,133,0.0012,8.77193E-06,231802,1.016730589,0.529470804,0.806924593,0.880314326,589.3840284,581.0232353,242.1321953,88.08484787,78.23042886,487.6255282,499.9910685,1819.05,0.993355546,8.892,65.34224419,2931.691519,204.571525
J125_B1_3,J125_B1,3,,,F,Control,EF02_EM02_B1_QG,291,0.0022,7.56014E-06,275998,1.01717529,0.516620677,0.780338715,0.866925906,640.7529324,636,266.0864521,95.80748754,85,534.2293332,548.6218792,2000.17,0.992088397,8.892,71.52496626,3490.655801,224.9403959
J125_B1_4,J125_B1,4,,,F,Control,EF02_EM02_B1_QG,291,0.0022,7.56014E-06,272118,1.025077159,0.576657004,0.808335314,0.866841204,651.1489417,640.3889443,259.2797717,94.52111374,84.05652855,523.7139613,531.9797985,1986.158,0.992821583,8.892,72.01854974,3441.583907,223.3645974
J125_B1_5,J125_B1,5,,,F,Control,EF02_EM02_B1_QG,291,0.0022,7.56014E-06,318179,1.018905095,0.532052992,0.748924321,0.855903389,691.7907589,683.3520323,289.1539382,102.5693948,91,580.4074991,585.7468844,2161.366,0.991167066,8.892,76.85020606,4024.135581,243.068601
J125_B1_6,J125_B1,6,,,F,Control,EF02_EM02_B1_QG,291,0.0022,7.56014E-06,300456,1.0207531,0.551767148,0.793276885,0.880442524,677.086234,679.1207551,273.8357172,99.39805229,88.39117603,551.7032514,564.6887071,2070.832,0.991836371,8.892,76.37435392,3799.985794,232.8870895
J125_B1_7,J125_B1,7,,,F,Control,EF02_EM02_B1_QG,291,0.0022,7.56014E-06,299587,1.014708414,0.499431991,0.775228361,0.875062566,663.4251453,657.9756834,282.1240862,100.1749999,88.84255737,567.9200727,574.7604284,2074.182,0.993452414,8.892,73.99636565,3788.995208,233.2638327
J125_B1_9,J125_B1,9,,,F,Control,EF02_EM02_B1_QG,291,0.0022,7.56014E-06,324451,1.014785423,0.500622864,0.80410764,0.872126146,690.6637583,687.459817,289.8361606,103.9969809,92.17917335,583.6512289,597.8837839,2162.17,0.991739352,8.892,77.31217015,4103.460044,243.1590193
J125_B1_10,J125_B1,10,,,F,Control,EF02_EM02_B1_QG,291,0.0022,7.56014E-06,294366,1.018645702,0.513684768,0.745456848,0.8537512,661.6285507,650.7365058,273.7078735,98.38455545,87.29833904,551.4543229,567.6634001,2081.532,0.991109622,8.892,73.18224312,3722.963157,234.0904184
J125_B1_12,J125_B1,12,,,F,Control,EF02_EM02_B1_QG,291,0.0022,7.56014E-06,308355,1.01919895,0.5393233,0.751656372,0.861921811,682.6773411,679.0360815,277.8938646,100.7962694,89.49860334,561.1570641,574.8817655,2120.296,0.989424067,8.892,76.36483148,3899.88757,238.4498426
J125_B1_14,J125_B1,14,,,F,Control,EF02_EM02_B1_QG,291,0.0022,7.56014E-06,317501,1.015356025,0.480712124,0.778497835,0.856550696,679.6346526,674.3292964,288.4614359,102.4514957,90.75791976,585.6989986,595.9569955,2158.246,0.989028823,8.892,75.83550342,4015.560647,242.7177238
J125_B1_16,J125_B1,16,,,F,Control,EF02_EM02_B1_QG,291,0.0022,7.56014E-06,298989,1.019228158,0.5364719,0.753859575,0.86761608,671.6382991,669.8790936,273.1977306,99.48401668,88.32326987,553.4624563,566.8077733,2080.984,0.992275564,8.892,75.33503077,3781.432066,234.0287899
J126_B1_3,J126_B1,3,,,F,Exposed,EF02_EM02_B1_QG,147,0.0006,3.85488E-06,235254,1.013618132,0.50434309,0.748935114,0.865003285,588.4186278,590.8400799,249.8159322,88.80034658,78.60025445,504.2192994,508.1014606,1848.692,0.991027196,8.892,66.4462528,2975.350328,207.9050832
J126_B1_5,J126_B1,5,,,F,Exposed,EF02_EM02_B1_QG,147,0.0006,3.85488E-06,220872,1.013997574,0.508626441,0.758595819,0.862070903,570.9686869,577.2936861,238.8828165,86.04605367,76.21679605,480.2128784,491.5967924,1794.336,0.99214137,8.892,64.9228167,2793.455489,201.7921727
J126_B1_6,J126_B1,6,,,F,Exposed,EF02_EM02_B1_QG,147,0.0006,3.85488E-06,240524,1.012007075,0.458115737,0.753698394,0.870362489,587.0645077,589.7194248,254.125953,89.55285558,79.30952024,513.4374317,521.8372692,1863.52,0.991874043,8.892,66.32022321,3042.002101,209.5726496
J126_B1_9,J126_B1,9,,,F,Exposed,EF02_EM02_B1_QG,147,0.0006,3.85488E-06,222865,1.02171628,0.522941833,0.762635595,0.864061395,578.1736888,577.7231171,236.9345901,85.24773594,75.92759709,483.8564239,492.816965,1800.336,0.99018765,8.892,64.97111078,2818.661748,202.4669366
J126_B1_11,J126_B1,11,,,F,Exposed,EF02_EM02_B1_QG,147,0.0006,3.85488E-06,247507,1.017457202,0.532252214,0.744229752,0.857261219,609.7606648,605.082639,250.1919263,90.10881637,80.00624976,508.8718414,516.2147433,1904.768,0.987838949,8.892,68.04798009,3130.318862,214.211426
J126_B1_12,J126_B1,12,,,F,Exposed,EF02_EM02_B1_QG,147,0.0006,3.85488E-06,231325,1.012144426,0.371786948,0.749643528,0.854862902,564.5828107,583.6480104,249.3270944,86.81725534,77,512.2889809,524.1124332,1844.03,0.988257962,8.892,65.63742807,2925.658712,207.3807917
J126_B1_16,J126_B1,16,,,F,Exposed,EF02_EM02_B1_QG,147,0.0006,3.85488E-06,227751,1.013359921,0.48802008,0.773282404,0.85866487,576.2199613,582.5804665,245.5239296,86.7002443,76.69419796,507.4043247,502.9434527,1825.674,0.986139977,8.892,65.5173714,2880.456921,205.3164642
J126_B1_20,J126_B1,20,,,F,Exposed,EF02_EM02_B1_QG,147,0.0006,3.85488E-06,228941,1.011477746,0.429592497,0.758389151,0.861287865,568.5999306,574.4188367,242.243679,86.86705284,76.96752562,495.0769231,513.4587357,1827.648,0.989033586,8.892,64.5995093,2895.507321,205.5384615
J126_B1_21,J126_B1,21,,,F,Exposed,EF02_EM02_B1_QG,147,0.0006,3.85488E-06,225511,1.015229108,0.458227356,0.742809428,0.859237816,569.371142,577.2642376,241.2902816,85.85162436,76.24303247,499.2329721,506.0770097,1816.068,0.98604519,8.892,64.9195049,2852.126756,204.2361673
J126_B1_25,J126_B1,25,,,F,Exposed,EF02_EM02_B1_QG,147,0.0006,3.85488E-06,219979,1.024314348,0.565718111,0.757503444,0.854019777,583.0653052,602.9270271,236.5438649,84.64369475,75.16648189,483.0719638,480.7948935,1799.126,0.989968858,8.892,67.8055586,2782.161365,202.3308592
J127_B1_1,J127_B1,1,,,F,Exposed,CF05_CM05_B1_QG,132,0.001,7.57576E-06,193277,1.014668852,0.452340605,0.731943498,0.868976216,526.1852714,542.3292358,225.6568191,79.55158717,70.61161378,462.6650806,469.2758429,1671.826,0.989175606,8.892,60.99069229,2444.450616,188.0146199
J127_B1_2,J127_B1,2,,,F,Exposed,CF05_CM05_B1_QG,132,0.001,7.57576E-06,215018,1.008754213,0.407539623,0.752679665,0.895963031,547.5231518,546.3808196,241.7602118,85.47716958,75.66372975,487.7985436,499.9913118,1736.59,0.994015602,8.892,61.44633599,2719.417637,195.2980207
J127_B1_3,J127_B1,3,,,F,Exposed,CF05_CM05_B1_QG,132,0.001,7.57576E-06,220611,1.015311118,0.506054368,0.764513245,0.88087667,570.5732952,564.2871609,243.4029581,86.18487486,76.53103945,492.598287,492.1203689,1774.03,0.994937617,8.892,63.46009457,2790.154519,199.508547
J127_B1_5,J127_B1,5,,,F,Exposed,CF05_CM05_B1_QG,132,0.001,7.57576E-06,167975,1.012558326,0.476793214,0.804231462,0.883741983,493.1627527,491.0926593,206,74.53177381,66.21933252,426.4215645,433.4976986,1545.484,0.988149268,8.892,55.22859416,2124.446221,173.8061179
