DateCount,Filter100um1,Filter100um2,Filter10um1,Filter10um2,Filter20um1,Filter20um2,Filter20um3,Filter20umPercDiff,FilterRinse,HClAdded,JarID,LarvaeCountsNotes,NumPhotos,NumSWR,Objective,PercentAbnormal,PersonFilterCount,PersonPhotos,PhotoNotes,PresenceJunk,PresenceZopl,SWRAbnormal,SWRCountTotal,SWRD,SWRFacingAway,SWRFacingAwayAbnormal,SWRRound,SWRStored,SWRTotal,SWRType,SWRUnsure,Total1mL,TotalLarvae,OrigTotalLarvae
20180924,5,5,0,0,67,69,NA,-0.029850746,DI,TRUE,J061_B1,lower right had the most larvae,30,1,20X,NA,Camila,Camila,NA,NA,NA,1,FALSE,648,0,0,0,DI,649,plastic,0,649,722,722
20180925,3,4,0,0,242,235,NA,0.02892562,DI,TRUE,J062_B1,upper right had the most larvae,30,1,20X,NA,Camila,Camila,NA,NA,NA,13,FALSE,242,0,0,0,DI,255,plastic,0,255,497,497
20180925,1,1,0,0,240,239,NA,0.004166667,DI,TRUE,J063_B1,lower left had the most larvae,30,1,20X,NA,Camila,Camila,NA,NA,NA,4,FALSE,455,0,0,0,DI,459,plastic,0,459,699.5,699.5
20180925,0,0,0,0,327,332,NA,-0.01529052,DI,TRUE,J064_B1,upper left had the most larvae,30,1,20X,NA,Camila,Camila,NA,NA,NA,2,FALSE,183,0,0,0,DI,185,plastic,0,185,514.5,514.5
20180925,0,0,0,0,259,251,NA,0.030888031,DI,TRUE,J065_B1,lower right had the most larvae,30,1,20X,NA,Camila,Camila,NA,NA,NA,10,FALSE,158,0,0,0,DI,168,plastic,0,168,423,423
20190826,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J065_B2,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20180926,1,1,0,0,323,314,301,0.027863777,DI,TRUE,J066_B1,lower right had the most larvae,30,1,20X,NA,Camila,Camila,NA,NA,NA,11,FALSE,170,0,0,0,DI,181,plastic,0,181,500.5,500.5
20180926,3,3,0,0,276,285,NA,-0.032608696,DI,TRUE,J067_B1,upper left had the most larvae,30,1,20X,NA,Camila,Camila,NA,NA,NA,3,FALSE,553,0,0,0,DI,556,plastic,0,556,839.5,839.5
20190826,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J067_B2,NA,21,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20180926,3,3,0,0,570,573,542,-0.005263158,DI,TRUE,J068_B1,upper left had the most larvae ,30,1,20X,NA,Camila,Camila,NA,NA,NA,9,FALSE,110,0,0,0,DI,119,plastic,0,119,693.5,693.5
20190826,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J068_B2,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20180926,1,1,0,0,82,79,92,0.036585366,DI,TRUE,J069_B1,left side had the most larvae,30,1,20X,NA,Camila,Camila,NA,NA,NA,3,FALSE,670,0,0,0,DI,673,plastic,0,673,754.5,754.5
20190826,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J069_B2,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20180927,3,4,0,0,274,278,NA,-0.01459854,DI,TRUE,J070_B1,upper right had the most larvae,38,1,20X,NA,Camila,Camila,NA,NA,NA,8,FALSE,141,63,0,0,DI,212,plastic,0,149,491.5,491.5
20180927,0,0,0,0,143,143,NA,0,DI,TRUE,J071_B1,upper right had the most larvae,32,2,20X,NA,Camila,Camila,NA,NA,NA,2,FALSE,37,3,0,0,DI,42,plastic,0,39,185,185
20180927,0,0,0,0,114,115,NA,-0.00877193,DI,TRUE,J072_B1,Lower half had the most larvae,31,1,20X,NA,Camila,Camila,NA,NA,NA,1,FALSE,48,27,0,0,DI,76,plastic,0,49,190.5,190.5
20180927,5,5,0,0,920,961,NA,-0.044565217,DI,TRUE,J073_B1,right side had the most larvae,35,1,20X,NA,Camila,Camila,NA,NA,NA,4,FALSE,420,295,0,0,DI,728,plastic,9,424,1673.5,1673.5
20180928,5,6,0,0,505,516,460,-0.021782178,DI,TRUE,J074_B1,upper left had the most larvae,35,1,20X,NA,Camila,Camila,NA,NA,NA,5,FALSE,1865,51,0,0,DI,1928,plastic,7,1870,2444,2444
20180928,2,2,0,0,226,222,NA,0.017699115,DI,TRUE,J076_B1,upper middle had the most larvae,32,1,20X,NA,Camila,Camila,NA,NA,NA,0,FALSE,248,56,2,0,DI,307,plastic,1,248,533,533
20180928,1,1,1,1,334,337,NA,-0.008982036,DI,TRUE,J077_B1,Lower half had the most larvae,31,1,20X,NA,Camila,Camila,NA,NA,NA,1,FALSE,118,4,0,0,DI,123,plastic,0,119,460.5,459.5
20180928,1,1,0,0,245,234,NA,0.044897959,DI,TRUE,J078_B1,NA,46,1,20X,NA,Camila,Camila,NA,NA,NA,2,FALSE,156,149,2,0,DI,309,plastic,0,158,549.5,549.5
20181001,3,3,0,0,507,488,464,0.037475345,DI,TRUE,J079_B1,lower right had the most larvae,44,1,20X,NA,Camila,Camila,NA,NA,NA,11,FALSE,205,54,4,0,DI,279,plastic,5,216,779.5,779.5
20181001,3,3,0,0,297,296,NA,0.003367003,DI,TRUE,J080_B1,lower right had the most larvae,43,1,20X,NA,Camila,Camila,NA,NA,NA,13,FALSE,633,25,2,0,DI,680,plastic,7,646,979.5,979.5
20181001,3,3,0,0,267,262,NA,0.018726592,DI,TRUE,J081_B1,"lower left had the most larvae, storage falcon tube used to test tubidity meter",39,1,20X,NA,Camila,Camila,NA,NA,NA,6,FALSE,213,177,6,0,DI,403,plastic,1,219,670.5,670.5
20190826,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J081_B2,NA,31,1,20X,NA,NA,Ffion,lots of junk; #17 possible plankton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181002,1,1,0,0,625,626,NA,-0.0016,DI,TRUE,J082_B1,right side had the most larvae,32,1,20X,NA,Camila,Camila,NA,NA,NA,2,FALSE,171,4,1,0,DI,178,plastic,0,173,804.5,804.5
20181002,6,8,0,0,439,435,464,0.009111617,DI,TRUE,J083_B1,upper right had the most larvae,37,1,20X,NA,Camila,Camila,NA,NA,NA,7,FALSE,291,126,15,0,DI,444,plastic,5,298,888,888
20181004,0,0,0,0,166,169,203,-0.018072289,DI,TRUE,J084_B1,upper left had the most larvae,37,1,20X,NA,Camila,Camila,NA,NA,NA,7,FALSE,664,58,2,0,DI,734,plastic,3,671,901.5,901.5
20190826,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J084_B2,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181004,2,2,0,0,136,137,128,-0.007352941,DI,TRUE,J085_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,3,FALSE,124,41,1,0,DI,171,plastic,2,127,309.5,309.5
20181004,1,1,0,0,64,65,NA,-0.015625,DI,TRUE,J086_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,2,FALSE,304,9,0,0,DI,316,plastic,1,306,381.5,381.5
20181004,0,0,0,0,213,204,225,0.042253521,DI,TRUE,J087_B1,upper right,40,1,20X,NA,Camila,Camila,NA,NA,NA,0,FALSE,100,79,1,0,DI,182,plastic,2,100,390.5,390.5
20181004,0,0,0,0,143,142,NA,0.006993007,DI,TRUE,J088_B1,upper right,30,1,20X,NA,Camila,Camila,NA,NA,NA,3,FALSE,169,4,0,0,DI,176,plastic,0,172,318.5,318.5
20181005,0,0,0,0,54,53,NA,0.018518519,DI,TRUE,J089_B1,lower right,30,1,20X,NA,Camila,Camila,NA,NA,NA,2,FALSE,378,3,0,0,DI,383,plastic,0,380,436.5,436.5
20181005,0,0,0,0,121,117,NA,0.033057851,DI,TRUE,J090_B1,upper right,30,1,20X,NA,Camila,Camila,NA,NA,NA,4,FALSE,219,72,3,0,DI,299,plastic,1,223,418,418
20181005,0,0,0,0,101,102,NA,-0.00990099,DI,TRUE,J091_B1,lower right,33,1,20X,NA,Camila,Camila,NA,NA,NA,3,FALSE,348,17,0,0,DI,369,plastic,1,351,470.5,470.5
20181005,0,0,1,1,282,288,NA,-0.021276596,DI,TRUE,J092_B1,upper right,34,1,20X,NA,Camila,Camila,NA,NA,NA,4,FALSE,572,7,0,0,DI,583,plastic,0,576,869,868
20190826,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J092_B2,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181011,0,0,2,2,151,155,NA,-0.026490066,DI,TRUE,J093_B1,upper right,30,1,20X,NA,Camila,Camila,NA,NA,NA,3,FALSE,348,17,0,0,DI,369,plastic,1,351,524,522
20190826,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J093_B2,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181012,1,1,0,0,207,198,NA,0.043478261,DI,TRUE,J094_B1,upper left,30,1,20X,NA,Camila,Camila,NA,NA,NA,7,FALSE,489,14,1,0,DI,511,plastic,0,496,714.5,714.5
20181012,1,1,0,0,237,230,NA,0.029535865,DI,TRUE,J095_B1,lower left,30,1,20X,NA,Camila,Camila,NA,NA,NA,3,FALSE,603,8,0,0,DI,614,plastic,0,606,848.5,848.5
20190826,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J095_B2,NA,4,3,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181012,3,3,0,0,364,355,NA,0.024725275,DI,TRUE,J096_B1,upper right,30,1,20X,NA,Camila,Camila,NA,NA,NA,10,FALSE,145,62,5,0,DI,222,plastic,0,155,584.5,584.5
20181012,3,3,0,0,262,256,239,0.022900763,DI,TRUE,J097_B1,lower left,30,1,20X,NA,Camila,Camila,NA,NA,NA,5,FALSE,181,29,1,0,DI,216,plastic,0,186,478,478
20190826,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J097_B2,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181012,0,0,0,0,505,503,551,0.003960396,DI,TRUE,J098_B1,upper right,30,1,20X,NA,Camila,Camila,NA,NA,NA,15,FALSE,330,112,2,0,DI,459,plastic,0,345,963,963
20181015,1,1,0,0,169,168,182,0.00591716,DI,TRUE,J099_B1,upper right,30,1,20X,NA,Camila,Camila,NA,NA,NA,3,FALSE,747,3,0,0,DI,754,plastic,1,750,923.5,923.5
20190826,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J099_B2,NA,31,1,20X,NA,NA,Ffion,plankton moult (#21),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181015,3,3,0,0,448,440,NA,0.017857143,DI,TRUE,J100_B1,upper left,30,1,20X,NA,Camila,Camila,NA,NA,NA,8,FALSE,201,58,3,4,DI,274,plastic,0,213,721,721
20181016,3,3,0,0,156,153,NA,0.019230769,DI,TRUE,J101_B1,lower left,30,1,20X,NA,Camila,Camila,NA,NA,NA,1,FALSE,32,5,0,1,DI,39,plastic,0,34,196.5,196.5
20190826,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J101_B2,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181016,3,3,0,0,115,113,NA,0.017391304,DI,TRUE,J102_B1,upper left,30,1,20X,NA,Camila,Camila,NA,NA,NA,3,FALSE,49,24,0,0,DI,76,plastic,0,52,193,193
20190401,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J103_B3,NA,30,1,20X,0.556962025,NA,Ffion,NA,TRUE,FALSE,44,NA,35,NA,NA,NA,NA,79,glass,NA,NA,NA,NA
20181016,2,2,0,0,97,97,NA,0,DI,TRUE,J104_B1,lower left,30,1,20X,NA,Camila,Camila,NA,NA,NA,4,FALSE,259,4,0,0,DI,267,plastic,0,263,366,366
20190325,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J104_B2,NA,30,1,20X,0.006666667,NA,Ffion,NA,FALSE,FALSE,1,NA,149,NA,NA,NA,NA,150,glass,NA,NA,NA,NA
20190401,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J104_B3,NA,30,1,20X,0.292857143,NA,Ffion,NA,TRUE,FALSE,41,NA,99,NA,NA,NA,NA,140,glass,NA,140,NA,NA
20181016,0,0,0,0,363,358,342,0.013774105,DI,TRUE,J105_B1,upper right,30,1,20X,NA,Camila,Camila,NA,NA,NA,7,FALSE,250,92,5,1,DI,356,plastic,1,258,716.5,716.5
20181102,5,5,0,0,175,178,NA,-0.017142857,DI,TRUE,J106_B1,larvae poured onto 10 micron filter by accident ,30,1,20X,NA,Camila,Camila,NA,NA,NA,4,FALSE,149,75,1,0,DI,229,plastic,0,153,410.5,410.5
20190827,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J106_B2,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181102,0,0,1,1,257,268,286,-0.042801556,DI,TRUE,J107_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,2,FALSE,134,9,1,0,DI,146,plastic,0,136,409.5,408.5
20181105,0,0,0,0,227,220,NA,0.030837004,DI,TRUE,J108_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,28,FALSE,225,49,2,0,DI,304,plastic,0,253,527.5,527.5
20190325,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J108_B2,NA,30,1,20X,0.090909091,NA,Ffion,NA,FALSE,FALSE,7,NA,70,NA,NA,NA,NA,77,glass,NA,NA,NA,NA
20181105,0,0,0,0,227,225,NA,0.008810573,DI,TRUE,J109_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,2,FALSE,109,3,0,0,DI,114,plastic,0,111,340,340
20190401,NA,NA,NA,NA,NA,NA,NA,0,NA,FALSE,J109_B3,NA,30,1,20X,1,NA,Ffion,16?,TRUE,TRUE,51,NA,0,NA,NA,NA,NA,51,glass,NA,51,NA,NA
20181106,3,3,0,0,208,209,219,-0.004807692,DI,TRUE,J110_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,8,FALSE,47,25,1,0,DI,81,plastic,0,55,292.5,292.5
20181106,1,1,0,0,364,359,NA,0.013736264,DI,TRUE,J111_B1,larvae were very light on the filter,30,1,20X,NA,Camila,Camila,NA,NA,NA,2,FALSE,356,5,0,0,DI,363,plastic,0,358,725.5,725.5
20181107,0,0,0,0,317,322,NA,-0.015772871,DI,TRUE,J112_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,32,FALSE,251,114,3,1,DI,401,plastic,0,284,720.5,720.5
20190827,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J112_B2,NA,31,1,20X,NA,NA,Ffion,plankton moult (#7),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181107,3,3,0,0,453,454,510,-0.002207506,DI,TRUE,J113_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,14,FALSE,429,20,0,0,DI,464,plastic,1,443,920.5,920.5
20181113,0,0,1,1,470,470,NA,0,DI,TRUE,J114_B1,tons of larvae on the sides of the filter,30,1,20X,NA,Camila,Camila,NA,NA,NA,49,FALSE,715,181,4,0,DI,949,plastic,0,764,1420,1419
20190327,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J114_B2,NA,30,1,20X,0.28,NA,Ffion,NA,TRUE,FALSE,21,NA,54,NA,NA,NA,NA,75,glass,NA,NA,NA,NA
20181113,0,0,0,0,433,428,NA,0.011547344,DI,TRUE,J115_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,19,FALSE,1049,28,0,0,DI,1096,plastic,0,1068,1526.5,1526.5
20190827,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J115_B2,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181113,1,1,0,0,878,917,837,-0.044419134,DI,FALSE,J116_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,13,FALSE,118,131,6,0,DI,268,plastic,0,131,1166.5,1166.5
20181114,0,0,0,0,344,341,NA,0.00872093,DI,FALSE,J117_B1,"recounted filter when dry: 333, storage falcon tube used to look at larvae again so more DI and formalin was added",30,1,20X,NA,Camila,Camila,NA,NA,NA,4,FALSE,543,12,0,0,DI,559,plastic,0,547,901.5,901.5
20190827,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J117_B2,NA,30,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190402,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J117_B3,NA,30,1,20X,0.394557823,NA,Ffion,NA,TRUE,FALSE,58,NA,89,NA,NA,NA,NA,147,glass,NA,NA,NA,NA
20181114,1,1,0,0,542,542,NA,0,DI,FALSE,J118_B1,"recounted filter when dry: 416, 422",30,1,20X,NA,Camila,Camila,NA,NA,NA,12,FALSE,192,67,1,0,DI,272,plastic,0,204,815,815
20190827,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J118_B2,NA,14,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190402,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J118_B3,NA,30,1,20X,0.173584906,NA,Ffion,NA,TRUE,FALSE,46,NA,219,NA,NA,NA,NA,265,glass,NA,NA,NA,NA
20181114,1,1,0,0,281,293,NA,-0.042704626,DI,FALSE,J119_B1,recounted filter when dry: 282,30,1,20X,NA,Camila,Camila,NA,NA,NA,2,FALSE,265,5,0,0,DI,272,plastic,0,267,560,560
20190827,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J119_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20190402,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J119_B3,NA,30,1,20X,0.56626506,NA,Ffion,NA,TRUE,FALSE,47,NA,36,NA,NA,NA,NA,83,glass,NA,NA,NA,NA
20181115,1,1,0,0,444,435,NA,0.02027027,DI,FALSE,J120_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,6,FALSE,68,29,0,0,DI,104,plastic,1,74,544.5,544.5
20190327,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J120_B2,NA,7,1,20X,0.769230769,NA,Ffion,NA,TRUE,FALSE,10,NA,3,NA,NA,NA,NA,13,glass,NA,NA,NA,NA
20181116,0,0,0,0,177,183,NA,-0.033898305,DI,FALSE,J121_B1,lots of debris on filter,31,1,20X,NA,Camila,Camila,abnormal photos: 13,NA,NA,0,TRUE,0,0,0,0,DI,600,plastic,0,NA,780,780
20190402,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J121_B3,NA,31,1,20X,0.066176471,NA,Ffion,28 egg?,TRUE,FALSE,9,NA,127,NA,NA,NA,NA,136,glass,NA,NA,NA,NA
20181116,3,3,1,1,733,748,NA,-0.020463847,DI,FALSE,J122_B1,NA,39,1,20X,NA,Camila,Camila,"abnormal photos: 7, 9, 10, 16, 18, 19, 28, 31, 34",NA,NA,0,TRUE,0,0,0,0,DI,176,plastic,0,0,920.5,919.5
20181116,1,1,0,0,245,254,NA,-0.036734694,SFSW,FALSE,J123_B1,recounted filter when dry: 265,30,1,20X,NA,Camila,Camila,NA,NA,NA,0,TRUE,0,0,0,0,SFSW,578,plastic,0,0,828.5,828.5
20190827,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J123_B2,NA,17,1,20X,NA,NA,Ffion,plankton moults (#10-11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181116,0,0,0,0,577,596,NA,-0.032928943,SFSW,FALSE,J124_B1,NA,31,1,20X,NA,Camila,Camila,abnormal photo: 5,NA,NA,0,TRUE,0,0,0,0,SFSW,129,plastic,0,0,715.5,715.5
20181116,0,0,0,0,168,166,179,0.011904762,SFSW,FALSE,J125_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,0,TRUE,0,0,0,0,SFSW,336,plastic,0,0,503,503
20190828,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J125_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181119,2,2,1,1,331,321,NA,0.03021148,SFSW,FALSE,J126_B1,NA,38,1,20X,NA,Camila,Camila,"abnormal photos: 1, 2, 8, 13, 24, 27 (open?), 31, 34 (velum)",NA,NA,0,TRUE,0,0,0,0,SFSW,154,plastic,0,0,483,482
20190828,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J126_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181119,4,4,0,0,399,405,NA,-0.015037594,SFSW,FALSE,J127_B1,NA,35,1,20X,NA,Camila,Camila,"abnormal photos: 4, 13, 17, 22, 29",NA,NA,0,TRUE,0,0,0,0,SFSW,177,plastic,0,0,583,583
20181119,13,12,1,1,453,445,NA,0.017660044,SFSW,FALSE,J128_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,0,TRUE,0,0,0,0,SFSW,243,plastic,0,0,705.5,704.5
20190828,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J128_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181119,0,0,0,0,50,50,NA,0,SFSW,FALSE,J129_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,0,TRUE,0,0,0,0,SFSW,696,plastic,0,0,746,746
20181119,0,0,0,0,681,694,NA,-0.019089574,SFSW,FALSE,J130_B1,"extra counts at different magnifications: at 2.0x=705, 1.0x=590, 1.0x= 554",30,1,20X,NA,Camila,Camila,abnormal photo: 16,NA,NA,0,TRUE,0,0,0,0,SFSW,1003,plastic,0,0,1690.5,1690.5
20181126,1,1,1,1,453,452,482,0.002207506,SFSW,FALSE,J131_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,0,TRUE,0,0,0,0,SFSW,212,plastic,0,0,666.5,665.5
20190828,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J131_B2,NA,6,3,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181126,3,3,0,0,487,474,462,0.026694045,DI,FALSE,J132_B1,NA,35,1,20X,NA,Camila,Camila,"abnormal photos: 1, 8, 11, 19, 26",NA,NA,0,TRUE,0,0,0,0,SFSW,226,plastic,0,0,709.5,709.5
20190828,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J132_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181126,2,2,0,0,200,197,NA,0.015,DI,FALSE,J133_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,0,TRUE,0,0,0,0,SFSW,267,plastic,0,0,467.5,467.5
20181127,2,2,0,0,253,246,NA,0.027667984,DI,FALSE,J134_B1,NA,33,1,20X,NA,Camila,Camila,"abnormal photos: 3, 17, 20",NA,NA,0,TRUE,0,0,0,0,SFSW,83,plastic,0,0,334.5,334.5
20181127,1,1,0,0,256,255,NA,0.00390625,DI,FALSE,J135_B1,NA,31,1,20X,NA,Camila,Camila,abnormal photos: 9,NA,NA,0,TRUE,0,0,0,0,SFSW,106,plastic,0,0,362.5,362.5
20181127,0,0,0,0,323,318,NA,0.015479876,DI,FALSE,J136_B1,"Had to use 3 swr slides because the majority of the larvae on the first slide were the wrong orientation and there were not enough for all the photos, on the first slide there were 71 larvae, 20 on the second and 11 on the third",38,3,20X,NA,Camila,Camila,"abnormal photos: 6, 7, 11, 19, 21, 26, 28, 34",NA,NA,0,TRUE,0,0,0,0,SFSW,102,plastic,0,0,422.5,422.5
20181127,1,1,0,0,179,175,NA,0.022346369,DI,FALSE,J137_B1,NA,31,1,20X,NA,Camila,Camila,abnormal photos: 8,NA,NA,0,TRUE,0,0,0,0,SFSW,211,plastic,0,0,389,389
20181128,9,11,0,0,355,360,376,-0.014084507,DI,FALSE,J138_B1,NA,39,1,20X,NA,Camila,Camila,"abnormal photos: 4, 13, 18, 19, 31, 36; photos 1-3: strange particles on slide",NA,NA,0,TRUE,0,0,0,0,SFSW,250,plastic,0,0,617.5,617.5
20181128,2,2,1,1,361,368,382,-0.019390582,DI,FALSE,J139_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,0,TRUE,0,0,0,0,SFSW,379,plastic,0,0,746.5,745.5
20190828,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J139_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181128,0,0,1,1,357,360,380,-0.008403361,DI,FALSE,J140_B1,NA,40,1,20X,NA,Camila,Camila,"abnormal photos: 7, 11, 12, 18, 23, 25, 31, 36, 37, 38",NA,NA,0,TRUE,0,0,0,0,SFSW,207,plastic,0,0,566.5,565.5
20181128,1,1,0,0,158,164,NA,-0.037974684,DI,FALSE,J141_B1,relooked at the larvae again and so more SFSW and formalin was added,30,1,20X,NA,Camila,Camila,NA,NA,NA,0,TRUE,0,0,0,0,SFSW,616,plastic,0,0,778,778
20190828,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J141_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181128,4,4,0,0,431,415,NA,0.03712297,DI,FALSE,J142_B1,NA,36,1,20X,NA,Camila,Camila,"abnormal photos: 6, 9, 21, 26, 29, 33",NA,NA,0,TRUE,0,0,0,0,SFSW,165,plastic,0,0,592,592
20190828,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,J142_B2,NA,15,1,20X,NA,NA,Ffion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,NA,0,NA,NA
20181130,1,1,0,0,110,114,NA,-0.036363636,100% ETOH,FALSE,J143_B1,I believe that some of the larvae stuck to the filter stacks when filtering because the pressure of the ethanol was not as strong as when I rinse with water,30,1,20X,NA,Camila,Camila,NA,NA,NA,0,TRUE,0,0,0,0,100% ETOH,824,plastic,0,0,937,937
20190327,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,J143_B2,NA,30,1,20X,0.26344086,NA,Ffion,NA,TRUE,FALSE,49,NA,137,NA,NA,NA,NA,186,glass,NA,NA,NA,NA
20181203,1,1,0,0,125,123,NA,0.016,100% ETOH,FALSE,J144_B1,NA,30,1,20X,NA,Camila,Camila,NA,NA,NA,0,TRUE,0,0,0,0,100% ETOH,599,plastic,0,0,724,724
